32,30,35,2
34,32,34,2
31,30,31,2
30,31,31,2
30,28,28,2
25,22,25,2
25,25,26,2
25,25,26,2
26,22,25,2
25,25,27,2
26,26,28,2
27,27,30,2
27,25,27,2
27,25,28,2
27,26,29,2
27,25,26,2
26,25,26,2
25,23,26,2
25,24,26,2
26,24,26,2
25,25,26,2
26,25,26,2
25,22,27,2
25,22,27,2
26,24,27,2
26,23,27,2
25,23,26,2
25,22,25,2
26,22,27,2
26,22,26,2
26,24,27,2
27,23,28,2
28,23,27,2
26,22,30,2
29,25,29,2
28,25,31,2
33,31,36,2
32,27,32,2
29,22,28,2
28,25,30,2
29,26,29,2
30,27,30,2
30,28,30,2
30,27,30,2
27,27,33,2
34,33,35,2
35,29,36,2
37,35,36,2
33,30,32,2
32,30,32,2
28,25,25,2
25,25,26,2
24,24,27,2
29,33,38,2
33,31,29,2
27,27,29,2
29,28,29,2
28,28,32,2
32,29,31,2
26,21,27,2
27,25,30,2
29,28,32,2
33,29,31,2
31,27,30,2
26,22,23,2
23,23,25,2
25,24,25,2
25,24,30,2
33,27,26,2
28,31,32,2
31,29,31,2
30,31,30,2
26,24,28,2
28,29,30,2
29,26,28,2
25,22,24,2
24,21,26,2
26,25,29,2
28,27,31,2
30,24,28,2
28,24,27,2
27,25,29,2
28,28,34,2
28,25,28,2
29,27,31,2
30,27,30,2
31,29,34,2
34,32,38,2
39,32,34,2
32,28,31,2
31,31,40,2
38,33,36,2
37,34,33,2
33,33,33,2
32,31,32,2
27,25,29,2
29,28,30,2
30,31,27,2
28,28,30,2
28,27,31,2
28,24,29,2
31,30,31,2
30,30,34,2
36,30,36,2
37,34,39,2
34,31,35,2
36,35,39,2
37,33,38,2
36,34,34,2
31,32,34,2
32,30,31,2
31,27,33,2
31,26,33,2
33,33,37,2
36,32,34,2
34,33,36,2
34,30,32,2
33,33,37,2
34,31,36,2
35,32,31,2
31,33,37,2
36,34,35,2
36,32,35,2
33,30,33,2
33,31,36,2
35,34,33,2
32,32,33,2
33,33,34,2
33,31,35,2
31,30,34,2
31,29,30,2
31,29,33,2
33,27,28,2
29,29,32,2
31,29,30,2
26,23,26,2
26,24,28,2
27,25,28,2
27,25,27,2
26,26,28,2
28,26,28,2
27,23,28,2
27,26,29,2
29,29,32,2
31,28,31,2
30,27,30,2
31,27,32,2
32,31,35,2
35,32,39,2
39,36,40,2
41,37,38,2
35,34,35,2
34,30,35,2
34,28,30,2
31,28,35,2
34,27,33,2
32,30,35,2
35,31,35,2
33,31,34,2
32,30,31,2
28,25,26,2
26,24,27,2
26,23,26,2
27,27,39,2
53,39,53,3
52,35,60,3
59,37,55,3
59,45,66,3
77,56,61,3
56,42,48,3
46,36,48,3
53,55,67,3
72,58,69,3
70,57,74,3
66,53,69,3
79,66,82,3
87,62,86,3
84,53,73,3
62,45,58,3
58,52,70,3
66,61,69,3
63,56,64,3
62,58,62,3
58,55,57,3
65,59,73,3
63,43,50,3
52,38,42,3
38,29,40,3
35,26,33,3
31,25,38,3
38,30,36,3
34,28,40,3
38,28,34,3
32,24,28,3
28,23,28,3
26,22,27,3
25,18,24,3
22,19,32,3
28,20,31,3
30,19,26,3
26,20,28,3
28,19,29,3
30,23,34,3
36,26,40,3
45,34,47,3
42,34,42,3
41,34,44,3
41,26,38,3
37,22,31,3
33,23,33,3
31,21,28,3
30,25,33,3
31,22,30,3
30,20,32,3
31,21,32,3
32,23,36,3
37,27,37,3
38,25,35,3
33,24,32,3
33,21,34,3
34,25,34,3
33,25,36,3
36,26,35,3
34,21,41,3
41,20,37,3
37,25,41,3
41,35,54,3
55,42,53,3
49,44,44,3
49,44,54,3
58,44,63,3
58,42,64,3
63,44,59,3
61,48,64,3
64,49,68,3
76,52,94,3
74,49,62,3
57,41,52,3
46,37,49,3
50,39,45,3
42,33,39,3
37,32,38,3
36,34,43,3
39,29,33,3
34,30,39,3
38,31,39,3
36,29,37,3
37,31,41,3
39,31,42,3
45,33,41,3
38,30,41,3
41,35,52,3
48,29,40,3
47,40,54,3
48,33,45,3
42,31,47,3
51,41,56,3
50,39,50,3
51,36,49,3
51,41,50,3
46,32,48,3
49,34,49,3
49,36,49,3
45,29,43,3
43,31,45,3
41,29,44,3
41,26,32,3
31,25,35,3
34,24,31,3
29,21,30,3
31,22,30,3
31,23,35,3
32,21,31,3
32,24,30,3
28,23,29,3
28,22,28,3
28,23,30,3
29,25,33,3
32,25,34,3
32,25,34,3
37,29,40,3
35,25,33,3
34,30,42,3
39,31,45,3
46,34,45,3
45,31,42,3
40,27,44,3
44,32,51,3
54,39,50,3
49,39,52,3
52,38,49,3
47,40,43,3
41,35,46,3
47,31,42,3
43,28,46,3
52,35,49,3
49,31,51,3
47,31,49,3
45,29,41,3
39,25,35,3
33,22,36,3
35,21,36,3
38,28,49,3
49,30,50,3
49,32,48,3
46,35,52,3
52,42,51,3
48,37,49,3
48,36,49,3
46,34,43,3
39,26,37,3
36,29,39,3
38,32,44,3
45,34,41,3
35,24,31,3
30,22,30,3
29,19,30,3
32,23,29,3
28,22,30,3
28,19,28,3
27,21,31,3
30,25,33,3
33,25,31,3
30,22,30,3
28,19,27,3
29,25,32,3
28,23,32,3
35,31,43,3
44,34,47,3
49,41,53,3
53,45,68,3
87,58,82,3
86,56,84,3
62,34,66,3
69,48,62,3
57,45,58,3
48,38,47,3
42,32,44,3
43,34,44,3
46,38,50,3
50,38,45,3
42,30,39,3
37,29,38,3
39,29,39,3
40,30,38,3
36,29,40,3
41,32,43,3
42,36,47,3
46,38,43,3
36,31,46,3
50,53,77,3
73,46,67,3
64,36,48,3
45,34,48,3
45,38,46,3
42,33,40,3
37,26,34,3
34,23,33,3
31,21,32,3
30,19,32,3
32,19,32,3
32,21,30,3
29,20,31,3
30,24,31,3
29,22,31,3
32,25,30,3
27,20,28,3
29,24,31,3
31,23,28,3
26,21,29,3
29,22,32,3
32,23,32,3
31,25,32,3
33,24,32,3
31,22,32,3
32,25,38,3
39,30,46,3
53,42,55,3
52,37,51,3
45,32,49,3
45,31,40,3
39,30,41,3
40,30,41,3
41,29,38,3
38,26,43,3
41,26,38,3
37,29,40,3
38,27,38,3
38,29,39,3
38,29,40,3
39,29,38,3
37,27,35,3
34,25,36,3
38,27,43,3
42,29,59,3
54,29,54,3
58,42,73,3
69,49,61,3
57,47,59,3
46,26,34,3
32,20,30,3
31,22,33,3
29,18,30,3
32,22,34,3
32,21,30,3
26,18,27,3
26,20,31,3
26,17,27,3
28,19,31,3
31,22,36,3
34,27,37,3
35,26,51,3
